year,actor,actorid,actor_type,conflictid,type,incomp,region,location,gwnoloc,gwnoloc2,gwnoloc3,gwnoloc4,conflictyear,interm,postc,pgm_id,state_prev,ai_prev,hrw_prev,selection,selection_ethnicity,selection_nationality,selection_religion,selection_age,selection_actor,selection_other,male,child,detainee,refugee,timing,timing_month,timing_military,timing_political,timing_errands,timing_search,location_text,location_camp,location_checkpoints,location_detention,location_private,location_school,public_public,public_semipublic,public_private,witness_family,witness_victims,witness_soldiers,witness_other,gang,byproxy,form,
1989,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,0,1,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,0,1,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,Ilagas,3124,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,175,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,0,1,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,0,1,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,Manticao Village Defence Force,3166,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,145,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,0,1,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,0,1,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,Nakasaka,3173,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,170,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,0,1,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,0,1,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,Pulahan,3217,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,173,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1998,Sagrados Corazon,3236,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,157,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1999,Sagrados Corazon,3236,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,157,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2000,Sagrados Corazon,3236,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,157,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2001,Sagrados Corazon,3236,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,157,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2002,Sagrados Corazon,3236,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,157,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2003,Sagrados Corazon,3236,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,157,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2004,Sagrados Corazon,3236,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,157,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2005,Sagrados Corazon,3236,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,157,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2006,Sagrados Corazon,3236,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,157,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2007,Sagrados Corazon,3236,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,157,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2008,Sagrados Corazon,3236,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,157,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
2009,Sagrados Corazon,3236,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,157,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1989,Tadtads,3270,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,151,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1990,Tadtads,3270,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,151,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1991,Tadtads,3270,6,112,3,1,Asia,Philippines,840,0,0,0,0,1,0,151,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1992,Tadtads,3270,6,112,3,1,Asia,Philippines,840,0,0,0,0,1,0,151,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1993,Tadtads,3270,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,151,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1994,Tadtads,3270,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,151,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1995,Tadtads,3270,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,151,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1996,Tadtads,3270,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,151,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
1997,Tadtads,3270,6,112,3,1,Asia,Philippines,840,0,0,0,1,0,0,151,0,0,0,0,-99,-99,-99,-99,-99,-99,0,0,0,0,-99,-99,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,-99,
